what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509449561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509570714
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448509573554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448509573584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509613384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509638695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509638705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509638885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509639115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509639235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509666016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509666806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509667206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509670856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509719707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509719917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509722237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509722617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509725797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509725977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509763807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509764777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509765297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509765837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1448509766247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509770677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509770817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509820808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509820968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448509825608
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1448509846908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509846938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509847308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509850419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509852720
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448509852730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448509873060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448509873080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509885260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509904111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448509904161
